"s","serr","k","kerr"
202344056.203225,43647838.2409833,0.0307854624328872,0.0153679116295304
145744870.72992,17778220.6187217,0.0328780608727965,0.00904126571900756
9980025.43236719,1270106.10463961,0.0180328076741089,0.00545304934377013
96276093.6733893,10530918.8171629,0.0449276178403238,0.0116652103737571
